budget,size_eval,hidden_size,epochs,epochs_1batch,learning_rate,total_time,absolute_error
100,10,10,300,30,0.01,0.538123369216919,116.19999999999709
100,10,10,300,30,0.01,0.5519442558288574,17.0
100,10,10,300,30,0.01,0.5531442165374756,116.19999999999709
100,10,10,300,30,0.01,0.5292291641235352,0.0
100,10,10,300,30,0.01,0.5226218700408936,131.79999999999563
100,10,10,300,30,0.01,0.5266849994659424,17.0
100,10,10,300,30,0.01,0.5215873718261719,124.59999999999854
100,10,10,300,30,0.01,0.5331919193267822,0.0
100,10,10,300,30,0.01,0.5273585319519043,58.0
100,10,10,300,30,0.01,0.5287902355194092,17.0
100,20,10,300,30,0.01,0.4725339412689209,0.0
100,20,10,300,30,0.01,0.4809083938598633,0.0
100,20,10,300,30,0.01,0.47521162033081055,58.0
100,20,10,300,30,0.01,0.47095489501953125,0.0
100,20,10,300,30,0.01,0.47335100173950195,0.0
100,20,10,300,30,0.01,0.6847093105316162,0.0
100,20,10,300,30,0.01,0.4677703380584717,0.0
100,20,10,300,30,0.01,0.4819369316101074,172.1999999999971
100,20,10,300,30,0.01,0.4848771095275879,148.0
100,20,10,300,30,0.01,0.47260570526123047,141.79999999999563
100,30,10,300,30,0.01,0.41517138481140137,58.0
100,30,10,300,30,0.01,0.4277191162109375,0.0
100,30,10,300,30,0.01,0.41906237602233887,17.0
100,30,10,300,30,0.01,0.41741061210632324,0.0
100,30,10,300,30,0.01,0.4188368320465088,17.0
100,30,10,300,30,0.01,0.478177547454834,0.0
100,30,10,300,30,0.01,0.41809773445129395,116.19999999999709
100,30,10,300,30,0.01,0.4147450923919678,58.0
100,30,10,300,30,0.01,0.4580094814300537,131.79999999999563
100,30,10,300,30,0.01,0.4094886779785156,58.0
100,40,10,300,30,0.01,0.35681962966918945,17.0
100,40,10,300,30,0.01,0.3964717388153076,58.0
100,40,10,300,30,0.01,0.36689114570617676,0.0
100,40,10,300,30,0.01,0.3600919246673584,58.0
100,40,10,300,30,0.01,0.37085533142089844,58.0
100,40,10,300,30,0.01,0.3615529537200928,0.0
100,40,10,300,30,0.01,0.3574643135070801,17.0
100,40,10,300,30,0.01,0.3647313117980957,100.0
100,40,10,300,30,0.01,0.35650134086608887,17.0
100,40,10,300,30,0.01,0.36294984817504883,0.0
100,50,10,300,30,0.01,0.31429386138916016,58.0
100,50,10,300,30,0.01,0.35807275772094727,58.0
100,50,10,300,30,0.01,0.3128201961517334,58.0
100,50,10,300,30,0.01,0.3071434497833252,17.0
100,50,10,300,30,0.01,0.307098388671875,17.0
100,50,10,300,30,0.01,0.30457448959350586,112.19999999999709
100,50,10,300,30,0.01,0.3135395050048828,58.0
100,50,10,300,30,0.01,0.3084375858306885,58.0
100,50,10,300,30,0.01,0.3075699806213379,58.0
100,50,10,300,30,0.01,0.3052051067352295,0.0
100,60,10,300,30,0.01,0.24990177154541016,177.59999999999854
100,60,10,300,30,0.01,0.25876688957214355,0.0
100,60,10,300,30,0.01,0.2515530586242676,124.59999999999854
100,60,10,300,30,0.01,0.4836452007293701,119.59999999999854
100,60,10,300,30,0.01,0.25134706497192383,116.19999999999709
100,60,10,300,30,0.01,0.2538440227508545,0.0
100,60,10,300,30,0.01,0.2537381649017334,0.0
100,60,10,300,30,0.01,0.25354695320129395,58.0
100,60,10,300,30,0.01,0.25201940536499023,0.0
100,60,10,300,30,0.01,0.2505302429199219,58.0
100,70,10,300,30,0.01,0.2047429084777832,116.19999999999709
100,70,10,300,30,0.01,0.20193219184875488,100.0
100,70,10,300,30,0.01,0.21459555625915527,169.1999999999971
100,70,10,300,30,0.01,0.2002122402191162,58.0
100,70,10,300,30,0.01,0.2004988193511963,58.0
100,70,10,300,30,0.01,0.20140695571899414,0.0
100,70,10,300,30,0.01,0.19826197624206543,58.0
100,70,10,300,30,0.01,0.19809746742248535,58.0
100,70,10,300,30,0.01,0.20515942573547363,116.19999999999709
100,70,10,300,30,0.01,0.2112109661102295,112.19999999999709
100,80,10,300,30,0.01,0.14990735054016113,119.59999999999854
100,80,10,300,30,0.01,0.14919090270996094,176.59999999999854
100,80,10,300,30,0.01,0.1477952003479004,172.0
100,80,10,300,30,0.01,0.1520087718963623,17.0
100,80,10,300,30,0.01,0.15221667289733887,172.0
100,80,10,300,30,0.01,0.14797258377075195,150.79999999999563
100,80,10,300,30,0.01,0.14946579933166504,124.59999999999854
100,80,10,300,30,0.01,0.15485095977783203,119.59999999999854
100,80,10,300,30,0.01,0.14783763885498047,0.0
100,80,10,300,30,0.01,0.14695334434509277,116.19999999999709
100,90,10,300,30,0.01,0.09644603729248047,131.79999999999563
100,90,10,300,30,0.01,0.0982980728149414,0.0
100,90,10,300,30,0.01,0.10102224349975586,112.19999999999709
100,90,10,300,30,0.01,0.09908151626586914,172.1999999999971
100,90,10,300,30,0.01,0.09842824935913086,148.0
100,90,10,300,30,0.01,0.09924626350402832,131.79999999999563
100,90,10,300,30,0.01,0.09698319435119629,116.19999999999709
100,90,10,300,30,0.01,0.09706783294677734,58.0
100,90,10,300,30,0.01,0.09853672981262207,17.0
100,90,10,300,30,0.01,0.09746527671813965,188.79999999999563
50,10,10,300,30,0.01,0.253281831741333,17.0
50,10,10,300,30,0.01,0.2594771385192871,268.3999999999942
50,10,10,300,30,0.01,0.2505679130554199,148.0
50,10,10,300,30,0.01,0.2723565101623535,169.1999999999971
50,10,10,300,30,0.01,0.24895930290222168,150.79999999999563
50,10,10,300,30,0.01,0.2473280429840088,173.59999999999854
50,10,10,300,30,0.01,0.2504088878631592,112.19999999999709
50,10,10,300,30,0.01,0.25484275817871094,0.0
50,10,10,300,30,0.01,0.26315760612487793,148.0
50,10,10,300,30,0.01,0.25588202476501465,17.0
60,10,10,300,30,0.01,0.3057432174682617,0.0
60,10,10,300,30,0.01,0.3069803714752197,112.19999999999709
60,10,10,300,30,0.01,0.3314800262451172,112.19999999999709
60,10,10,300,30,0.01,0.3147614002227783,17.0
60,10,10,300,30,0.01,0.30437755584716797,179.1999999999971
60,10,10,300,30,0.01,0.30660057067871094,148.0
60,10,10,300,30,0.01,0.30949926376342773,141.79999999999563
60,10,10,300,30,0.01,0.31000232696533203,156.0
60,10,10,300,30,0.01,0.308335542678833,160.79999999999563
60,10,10,300,30,0.01,0.3151130676269531,124.59999999999854
70,10,10,300,30,0.01,0.36963701248168945,346.1999999999971
70,10,10,300,30,0.01,0.36205554008483887,116.19999999999709
70,10,10,300,30,0.01,0.38541078567504883,58.0
70,10,10,300,30,0.01,0.37593913078308105,17.0
