14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
22.0,1.0,1.586
14.0,1.0,1.46
14.0,0.0,1.472
15.0,1.0,1.52
14.0,1.0,1.46
14.0,1.0,1.46
16.0,2.0,2.026
14.0,1.0,1.46
23.0,0.0,1.556
13.0,0.0,1.514
14.0,1.0,1.46
14.0,1.0,1.46
12.0,0.0,1.528
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
24.0,1.0,1.57
14.0,1.0,1.46
14.0,1.0,1.46
14.0,0.0,1.472
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
17.0,1.0,1.612
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
15.0,1.0,1.52
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
24.0,1.0,1.57
14.0,1.0,1.46
14.0,1.0,1.46
17.0,1.0,1.612
15.0,1.0,1.52
14.0,1.0,1.46
20.0,0.0,1.63
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
18.0,3.0,2.562
23.0,0.0,1.556
14.0,0.0,1.472
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
11.0,1.0,1.526
20.0,0.0,1.63
14.0,1.0,1.46
14.0,1.0,1.46
11.0,1.0,1.526
14.0,1.0,1.46
23.0,1.0,1.572
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
11.0,1.0,1.526
14.0,1.0,1.46
14.0,0.0,1.472
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
23.0,0.0,1.556
23.0,1.0,1.572
13.0,0.0,1.514
14.0,1.0,1.46
24.0,1.0,1.57
13.0,1.0,1.514
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
17.0,1.0,1.612
17.0,0.0,1.606
10.0,1.0,1.666
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
11.0,1.0,1.526
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
13.0,1.0,1.514
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
13.0,1.0,1.514
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
14.0,1.0,1.46
